Question,Answer
you havent reached out. Please refund the cost of the inedible food without delay,We've folllwed up via DM.
Just did,We have received your DM and will follow up there.
"Hi   this is an inadequate response to me telling you I had to throw away the entire 18 order. If eat in, wouldve been sent back",We're here to help! Send us a DM with your email address so we can connect.
I ordered food through uber eats. I did not get the delivery. Please contact me.,Here to help! Send us a note at  so our team can connect.
"Hey, all, this guy picked my cousin up in Pittsburgh on Friday for  and tried sexually assaulting her. His name is Feruzbek.",We take this very seriously. Please send us a DM with your email address so we can connect ASAP.
. how do i dispute a charge?,We're here to help! Send us a DM with your email address and specific details of your issue so we can follow up.
it's fucking cold and we have to wait 15 min. I want to cancel my taxi. It doesn't work. Pls help. There are taxis inf front,Here to help. Send us a note at  so our team can connect.
So why put 4 in the reduced to clear at a price that is more expensive than 6? It's the same store. Misleading and incompetent.,"I'm very sorry about this, we don't intend to mislead our customers. Kind regard - Kirsten 2/2"
So why put 4 in the reduced to clear at a price that is more expensive than 6? It's the same store. Misleading and incompetent.,"Hi Stephen, it could be that my colleague were unaware of the deal on the 6 pack when reducing the 4 to clear. 1/2"
It was 4 loose pies in poly bag with a  label.. local staff said different ingredients was the reason!,"Hi Stephen, I have contacted the store and they have informed me that it is due to the 6 pack currently being half price. Thanks - Mark"
Haddington: 6 x Mini Melton Mowbray Pies @ 1.00; 4 x Mini Melton Mowbray Pies on reduced shelf @ 1.04! #TesCon,"Hi Stephen, this is because the 6 pack of pies are currently half price at the moment whereas the 4 pack are not. Hope this helps. - Kirsten"
"Then manager said they had different ingredients! Exact same description, different ingredients...I doubt that is legal.","Hi Stephen, please be assured your feedback has been passed to the management team at our Haddington Superstore. TY - Joanne"
Im just gonna pop back to the store when passing. It will be much easier. I dont have the receipt details but i think they were a quid.,"That's ok Kevin. If there is anything else I can help you with, please don't hesitate to contact me back. TY - Jayne"
im gonna take u up on your satisfactory offer &amp; return these. Theres an overwhelming taste of coconut &amp; milk powder but no curry!,"Also the supplier code(SC), would it be ok to pass your details to our supplier? TY - Jayne 4/4"
im gonna take u up on your satisfactory offer &amp; return these. Theres an overwhelming taste of coconut &amp; milk powder but no curry!,"Your full name, address, barcode, price paid, date code, store visited and clear copy of your receipt? 3/4"
im gonna take u up on your satisfactory offer &amp; return these. Theres an overwhelming taste of coconut &amp; milk powder but no curry!,I would like to issue a refund for you and pass your comments to our supplier. Can you DM some information? 2/4
im gonna take u up on your satisfactory offer &amp; return these. Theres an overwhelming taste of coconut &amp; milk powder but no curry!,I'm sorry to hear the crisps you purchased were not of the quality you would expect Kevin. I can understand how concerning this must be. 1/4
Hi - Ill send photos if thats okay?,"Hi Sarah, yes of course. Photos would be perfect :) Ty - Darren"
hello! Bought a lasagne earlier - husband just opened it and its got mould on it. Manky!,Please also include the use by and batch code. Would it be okay to pass your details onto our supplier? . TY - Struan 4/4
hello! Bought a lasagne earlier - husband just opened it and its got mould on it. Manky!,"Your Moneycard can be sent via email or by post, can you confirm which youd prefer? 2/4"
hello! Bought a lasagne earlier - husband just opened it and its got mould on it. Manky!,"To do this, can you please DM your full name, address, email address, postcode, barcode, SC code, price paid and store this came from? 3/4"
hello! Bought a lasagne earlier - husband just opened it and its got mould on it. Manky!,"Oh dear Sarah, sorry to hear about that! I'd like to send you a Tesco Moneycard as a refund and feed this issue back to our supplier. 1/4"
I managed to checkout thank you luckily didn't loose me space,"Hi Rach, I'm glad to learn this has been resolved :) Ty - James"
Imagine getting half way through your shopping to find this   I better not loose my slot. #1stworldproblems,Oh no! I'm so sorry Rach :( Were you able to checkout okay after or would you like further assistance please? - Christie
Dear  I found a hair in food I bought from you. Its not my hair as I have a no1 cut.,Many thanks and kind regards! - Martin 4/4
Dear  I found a hair in food I bought from you. Its not my hair as I have a no1 cut.,Could I also ask you to forward some details so we may log it on our system? 2/4
Dear  I found a hair in food I bought from you. Its not my hair as I have a no1 cut.,"I need your name, address, postcode, email, the barcode, the suppler code, the price you paid and the store you bought it from. 3/4"
Dear  I found a hair in food I bought from you. Its not my hair as I have a no1 cut.,"Hi Alex, I'm so sorry to see this! Could you return the hair and the product to any Metro, Extra or Superstore so we may investigate? 1/4"
I spoke to a check-out guy who said he worked in stock and he said something about freezers being broken. But thats not good enough.,We are just waiting on a delivery to restock the freezer and this will be resolved for you. Lawrence 2/2
I spoke to a check-out guy who said he worked in stock and he said something about freezers being broken. But thats not good enough.,"Hi Kate, really sorry about the inconvenience cause by this, I spoke to store and they have told me they had a fault with the freezer. 1/2"
I also then drove to Tesco Prestwich and they only had 2 packets of Quorn mince left.,"Hi Kate, just before I call the store can you please let me know if you spoke with anyone in store about this? Thanks - Mark"
came specifically to buy some Quran mince and was met by this in Cheetham Hill. Not impressed!,Please can let me know the date/time you visited the store. TY - Jayne 2/2
came specifically to buy some Quran mince and was met by this in Cheetham Hill. Not impressed!,"I'm sorry to see there was no availability of Quorn Mince Kate, I can understand your concerns. 1/2"
I am a regular customer however Im shocked to have bitten on a piece of plastic in 1 of your doughnuts today.,"Also, can you include the SC code (SC12345) and the store you purchased these from? Kind regards - Kirsten 3/3"
I am a regular customer however Im shocked to have bitten on a piece of plastic in 1 of your doughnuts today.,"Hey Amber, I'm so sorry about this! Can you please return the donuts to store with you receipt so that the correct action can be taken 1/3"
I am a regular customer however Im shocked to have bitten on a piece of plastic in 1 of your doughnuts today.,"I would also like to log this on our system, for me to do this please DM the following: Your full name, email, barcode and date code 2/3"
Since when does tikka masala have cashew nuts in it?,Where all allergens need to be highlighted in bold in our ingredients list. Thanks - Callum 2/2
Since when does tikka masala have cashew nuts in it?,"Hi Jordan, I'm sorry that you feel this way about our products. But we do follow EU regulations with all our products. 1/2"
Just giving credit where it's due.  Thank you,"Will do, have a great week. *TBT"
"Dear , thank you for providing excellent service &amp; employees who truly care about the customer experience.  You stand out in the crowd","Wow, that's what we love to hear! We appreciate your loyalty and support. Thank you for choosing Delta.  *HKC"
Thanks to the  gate agent at D7 at  for being so kind. This airport is great! Get why its voted tops so often.,Hi Jamie! Thanks for the awesome compliment for our PDX staff member. Happy travels.  *HKC
In other news should probs upgrade from shitty 12GB package,"Hey Katie, thanks for the feedback  we appreciate it! Well get this passed onto the right team  /CG"
"Montreal, where the ad itself says Im not allowed to get the deal.  We had another tweet exchange a few days ago when you emailed me the same offer.",Sorry about that. You shouldnt have received an email/notification if youre not eligible. Can you DM us your account's email address or username? /NQ
"So   : three days later youre still advertising a sale to me for which Im geographically  ineligible, this time on Facebook. You know you can choose where you want your ads to display on FB, dont you?","Hey there! Just to clarify, which part of Canada are currently living in? /MT"
- you having a party without me?,"Hey Tom! Not to worry, we're more than happy to bring the party to your place. Would you mind sending this invite out to everyone you know?   /TB"
. any way to block this particular ad? Happy with ads/dont want premium. Just this ad is really hard to watch over and over and over. Please help.,Hey there! Thanks for taking the time to reach out  we'll pass your feedback on to our Ads team /NQ
Im already a premium user can i still avail this promo?,"Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG"
"Thanks for the quick reply! I got it to work after un/reinstalling a few times, but Im on MacOS High Sierra. Looks like version 1.0.68.407.g6864aaaf? Im not sure what the initial problem was, but again, its working now.","Awesome! If you ever need anything else, just shout and we'll come running  /DF"
"I've been trying to select ""no"" for this option multiple times but every time after closing the settings, it goes right back to ""minimized."" I do not want this to boot up at startup. What gives?",Hey Dylan! Can you let us know which versions of Spotify and Windows you're running? We'll see what we can suggest /RA
"Hey hey! Thanks for reaching out! , could you help out with Pascal's payment update?",Hey Pazcal! Could you send us a DM with your account's email address? We'll take a look backstage /MJ
"Hey guys, I tried to update my payment method and add my Aussie visa credit card but it tell me that the card is for a ""non-spotify country""? I'm trying to migrate my account from France to Australia since I live here now and I can't do that unless I use an Aussie card",Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA
"Booooourns. , could you please help out with this one?",Hey there! We'll get this reported. Great detective work!  /MJ
only credit card??,Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS
I doubt it :/ but thank you for replying!,"You're welcome. Not to worry, we'll pass on your feedback to the right team. If you ever need us again, just say the word. We're always here for you /MT"
"why is this album on Spotify if it's not playable? It would be super if was available, THIS IS #2NE1 playlist would be complete if it had all the songs from their first mini album",Hey there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have them available again soon /MT
"every single time someone sends a Spotify link, it never works the first time. I have to  A L W A Y S press the link twice for it to work","Hey there! Don't worry, help's here. Can you let us know the iPhone model you're using along with its iOS and Spotify versions? We'll see what we can suggest /MT"
I'm using my facebook account as a method to log in.,We see. Could you DM us your Facebook profile's email address? We'll help out there /CG
Why??,Hey! Could you DM us your accounts email address? Well check this out backstage /CG
"Over all connection, I get this notification from the phone as for loving in and out I did a fresh install, no luck!",Can you DM us your account's email address? We'll check things out /KC
Spotify 8.4.24.871 Android version 7.0 device: a brand new Huawei mate 9 . I will look like an ass if it's a matter of just updates,"Thanks. Is it happening over 3G/4G, WiFi, or both? Does logging out, fully closing the app, and restarting your device help? /KC"
the app is killing #phone #battery  fixing this problem? How is this okay. I guess you are getting the money without any complaints,"Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB"
"this layout looks nice, but really isnt friendly to left handed users.. my thumb isnt long enough to hit play!","Hey! We hear you  Rest assured, your feedback will be passed on to the right folks /RH"
LOLLLLL our uber just got pulled ov by tu police and 100 fine,We take this very seriously. Please send us a DM with your email address and additional details so we can connect ASAP.
"Dear  how do i get my discovery playlist to stop suggesting Dutch music to me, it's been a year",Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ
is there anyway to move songs around so they're in my order and not the order of when I added them...if that makes sense?,Hi Thomas. It makes total sense! This link should help you sort your awesome tracks:  /LS
Thanks. Here's the link:,2: resending your ideas and using keywords that will help your idea easier to find /RB
Thanks. Here's the link:,1: Thanks! Ideas usually get closed because they're unable to garner enough votes. We suggest...
"What keywords besides ""playlist"", ""playlists"", + ""song"" would I use?","We suggest using keywords similar to those used in the suggested idea. If you need anything else, give us a shout /RB"
I feel like my idea has similar keywords as the one I was told to go to  that's closed and can no longer be voted on.,"We hear you. Rest assured, your feedback will be passed on to the right folks /RB"
"Hi. My  playlists idea's status got changed + can't receive any votes. They sent me a link to a ""similar idea"", but it's closed.",Hi Daniel! Can you send us the link to the idea you posted? We'll take a look at what happened  /NH
Thanks!,"You're welcome! If anything else comes up, we're just one tweet away. Have a   /BH"
"I've dragged so many songs to the same playlists over + over. One of the aims of technology is to make everyday tasks easier, right? =]",Hey Daniel this sounds like a great idea! Suggest it in our Community at  and get support from other users /BH
AC/DC....,Thanks. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /NS
"Well done, guys.","Sorry about that. Wed love to have all of their stuff available, but we have some info about content here:  /JQ"
"Hey  did you take ""You shook me all night long"" off spotify just to piss me off? Why remove the greatest song ever made?","Hey Dustin, we're sorry to hear that! Can you let us know the name of the artist of that track? We'll check it out /NS"
Its on the mobile app,Alright. Can you send us the Song Link then? Just tap the three dots &gt; Share &gt; Copy Link. We'll have a look /AG
My only Halloween song wont play and Im starting to get upset.  help,"Hey there! Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. Also, what country is your Spotify account set to? /AG"
Actually I asked and the customer advisor and he said that it was local rate and I may not incur any cost. I need to make people aware,"We're sorry you feel this way, Maggie. All charges are available to view on our website, prior to calling us. ^Lisa"
"you have charged me 32.19 for a phone call to book my flights which cost 3,700","Hi Maggie, we do advise our call charges online for when you need to contact us. ^Helen"
Am trying to check in online for a flight to USA however it is saying in need an esta which I have and is valid till 2019,recommend checking in at the airport. Sorry for the inconvenience this has caused. ^Jane 2/2
Am trying to check in online for a flight to USA however it is saying in need an esta which I have and is valid till 2019,"Hi Barry, if you've ensured you've entered the correct passport number and have the correct documentation to travel, we would 1/2"
Thanks. Do you know if you will be running it winter 2018? Specifically Dec 2018 - Jan 2019. Planning a hol and was hoping to use this route,website when they have been finalised. 2/2^Corry
Thanks. Do you know if you will be running it winter 2018? Specifically Dec 2018 - Jan 2019. Planning a hol and was hoping to use this route,"We can't confirm next winters plans at the moment, Diz. We always reviewing our schedules and well update our 1/2"
"Ok thanks for your reply.I will keep an eye on the website.My husband and I are planning for next year, hopefully you run the route. Thank u",We'll keep everything crossed for you! Happy holidays! ^Lisa
"do u run the direct BA flights lgw - Lima / Lima - LGW all year round? Was looking for Dec 2017, couldn't see any. Thanks","Hi Diz, the Lima route is currently suspended for Winter 2017 from 29 Oct 2017 until 24 March 2018. ^Helen"
"I want to know your office locations in Lagos &amp; Abuja-Nigeria,  and respective contact numbers for travel purpose.Thanks.","Hi, please contact our Lagos office on (+234) 70 94250 556 Monday to Friday Open 09:00-17:00 Saturday Open 10:00-14:00. ^Helen"
I am a silver avios member flying from AMS to HYD in Premium Eco- is there a lounge in Schiphol Airport that I can use?,"Hi Prashanth, we have a lounge in Amsterdam called Lounge 40. ^Jane"
"Disgraceful , flew Club Europe got crushed knees. Flew Tui - loads of room. Not wasting money with  again","We don't like to hear this, Julian. Our seat pitch is comparable to other airlines. ^Helen"
#mobile_CareXI My Xfinity internet is not working. Can you help?,I can definitely look into this for you. Please DM me your full address and phone number so I can better assist. SLM
"My DVR is fucking up and wont let me record hocus pocus, WTF .",Hello. Just checking in to see if you are still experiencing DVR issues. -GO
"My DVR is fucking up and wont let me record hocus pocus, WTF .","Hi! Thanks for reaching out. I can help with the DVR concern. Please DM your full name, address, and phone# so I can help. -GO"
Just know when  or  promises a free its a lie.   Over 10 calls a month to get the charge removed.  #CUSTOMERSERVICEFAIL,"Hello, thanks for reaching out about your billing concerns and I'd be happy to help! Can you DM the full address? ~AT"
Already fixed! Thank you!,Glad to hear everything is back up and running! If you ever need anything else you know where to find us! - Matt
Is there anything wrong with anyones  service? No WiFi or cable for me,"Hey Krystal, I can look into your account.  Can you DM me your account info please? - Matt"
Again,I can help with any area wide issues.  Please send us a DM so I can look into this for you.--JV
"Posting from phone on 4G, even though I'm home &amp; have  cable/internet...for like the 8th time this month. One guess why. #Frustrated",Sorry about the service issues.  Please send us a DM with your account info so I can help.--JV
Hey  if you could hurry up with gigabit internet that'd be great! I need more upload speed!,Thank you for reaching out.  I will forward this feedback for you.--JV
is this where I report an outage?,"Yes, please send us a direct message for assistance.-YE"
why dont your marketing emails have an unsubscribe link?,"Hello, there should be a link at the bottom of the emails. Please DM and we can discuss further. Thank you. ~RD"
Thank you!,My pleasure. Is there anything else I can help you with?-RM
We are good! Just memorizing the new channels!,Awesome. Thank you for being the best part of Comcast! We are here 24/7 to assist you with any issues you may have. Have a good evening.-RM
I will try it once I wrestle it from the kid!,"Ok, once you navigate to the Settings, Preferences, then General make sure the setting ""Auto-Tune to HD Channels"" is on.-RM"
Is this in the remote itself? Under setup or help?,"To navigate to settings, click XFINITY on the remote, then scroll over to Settings (the icon looks like a gear). -EW"
When will the infinity voice remote be able to find high definition channels again? All verbal searches go to low def.,"Hi, Janette. Can you check to make sure your Autotune to HD setting is on? You can find it under Settings&gt; Preferences&gt; General. - NS"
"Like, any?",You'd have to speak with our crew and ask what is available. It would need to be in the same cabin and in the same type of seat.
"Oh, my god, shes been going for ten minutes.",We always want everyone to be comfy. You can ask our crew about any available open seats.
- I give you grief when things go poorly.  Heres some credit: The guacamole in the Admirals Club is an outstanding addition.,"Oh my, that #guac looks delish! Thanks for always sharing the good and the bad, Kevin. #yummy"
"I'm aware. Fits in overhead.This was a return trip. Had same luggage going. This was pre-security. Gate chck, ok, but Empty overheads on flt",We'd like to share this feedback. Please DM your record locator.
"Despite flying w/ same from EWR, forced @ MIA to check guitar &amp; charged $25. Not @ gate, B4 security. Flt not full. WHY?",Your guitar must fit underneath the seat in front of you or in an overhead bin. Please see details here:
Yo  why are there fifteen empty business class seats and only one person that got upgraded? #Weak #NoTreat? #ThenTrickItIs,Please share your record locator via DMs and we can take look.
Still waiting on  to compensate for all the crap they put  and I through on our honeymoon...almost a year ago.,"Did you file a report with us? If you did, please send us a DM and include that in so we can take a look."
Night Joel,Good night Becky ^JH
can u confirm how long was the delay for 2043 train from London Euston to Bham New Street on 23/11/17? Train announcer even announced it 45mins late. But Im getting reply for my refund claim that it was 9mins. Pls &amp;Tq,"Hi Joanne, we have this service reported 1 minute early arriving into Birmingham New Street and 12' minutes late arriving into Wolverhampton. ^JH"
People who get the new iPhone every year pay more then everyone else because of the the down payment. Id much rather pay more per month,"I hear you loud and clear Brandon! Shoot me a DM, and we can chat about your options! *DannyHarvey"
Please go to my profile and help me with my latest tweet,"Hey there Justin! I can help with anything T-Mobile! Shoot me a DM, and we'll chat! *DannyHarvey"
All my messages from . for support or updates are in Spanish. I have called 4 times to fix nothing! Help .,"Yikes- I know if this were happening to me, I wouldn't understand too much! Send a DM our way for assistance! *SageMcGowan"
I do will lets be petty together  Spring aint shit,"Send us a DM if you have any questions, we'll give you the #MagentaCarpet experience! :) *JohnWard"
Can someone help me with a question I have please?,Help has arrived!! I see your DM! Click here to meet me back in there! --&gt;  *DonHebron
Hey  how come none of the #TMobileTuesday deals are working??,"Having issues to #GetThanked, Laurel? DM us, we'll make sure you can take advantage of all the goodies. *JoanO"
That's so funny! Our crew was thisclose to dressing up at the Treasury team from .  Maybe next year!,Sounds like there's a 100% chance you'll make it rain next year. ^LB
".Happy Halloween everyone! Have fun, be safe! #DontDrinkAndFly .. unless youre with","Happy Halloween, Harry! We hope you enjoy the magical ride at 35k with us today! ^TL"
"This is ironic and amazing. Ill be in touch, look for my ..","Looking forward to it, Benjamin! ^VM"
"I'd have to fly your airline again to do that, so no. Not after you screwed me over last time. Never flying Southwest again. #neverflywn","We're saddened to hear that, Ben. Feel free to DM us your RR acct # if you'd like us to stop the drink coupons from being mailed to you. ^MA"
Here its 615787351 and just go ahead and close the account i am done with you. I will call chase and cancel out my RR Visa. adios,"Thanks Ben. Drink coupons will no longer be sent to you, &amp; the account will close when there's been no earning activity for 24 months. ^MA"
It looks like  is trying to make up to me. Too bad they sent drink coupons to an almost 4 year sober former alcoholic.,"Sorry to disappoint, Ben. You can pay it forward and leave one behind for the person flying after you. ^MA"
Whens season 3 of Rick and Morty going to be on ?,"We don't have an ETA on those episodes just yet. If you're interested, you can see them with:"
Already spoke with you guys through the app. Wasn't helpful.,Thanks for following up. Please confirm your email address or phone number through direct message so we can further assist.
"Uber driver drove me to wrong location, makes me get out anyway and  won't provide a proper refund  #Delete #Fail Sup",Happy to further assist you. Can you please send us a DM with your email address and additional details so we can follow up?
why is the audio not syncing with the shows on my,"Uh oh, that's not what we like to hear about! Does this continue for you after working through these:"
I can't even find it on my phone wtf #hulu  why don't your apps work the same.,"We haven't updated all devices to the new experience, so there are differences. Maybe this will help:"
you invited me back to Hulu for a free trial but still charged me . Why?  I want my money back.,"Thanks for tweeting us about this! So we can take a closer look with you, please give us a call or chat:"
"Hey , get your act together and put the select profile option on smart TVs already. It's been months and people do share devices.","Hey there! No news at this time, but we'll share the interest! For the most up-to-date info:"
where r the rest of my hero academia ?,Hey there! All 38 subtitled episodes of My Hero Academia are currently available. We have also have all of season 1 dubbed.
Hi i was charged for a subscription and didn't sign up for it,Uh oh! We definitely want to look into this. Please give us a call at the phone number listed here:
"mine and my brothers data is barely working, we have full signal but nothing is loading &amp; when it does load its very slow, help!","Youve reached the right place, please shoot us a DM, in order for us to further assist you. -AA"
Dont worry about it.... Im just going to see what other companies offer,"We understand, but in order for us to further assist you, you need to inform us on your issue. We would hate to see you go-DD"
I want to go see to  and leave  they are liars,What have you feeling this way? We would love to assist you.-DD
complete ineptness!,Please DM your contact number and Team  will reach out asap to get this resolved.
- And the issue is still not fixed!  No one can help!  All the info I get is wrong!  I have been a customer for 12 yrs!,I understand how frustrating this is and I'm here to assist. I do apologize that I'm not showing the contact number or private message.
what are the under seat dimensions?,Pls follow/DM your confirmation or ticket number to take a look. *AFM
Would this be classified as a personal item? Your website does not have dimensions for personal items.,"Hi Justin. The equivalent of a personal item is one similar to a purse or backpack. As long as this item fits under the seat in front of you, you should be okay. *TKR"
After today I dont want to fly with  looks like Im going back to,"We would love to have you back with us, Lina.  *HCA"
extremely disappointed in your service at SFO. Gate agents are terribly and not helpful at all. #goldmember,Please follow and DM your confirmation number.  *AFC
extremely disappointed in your service at SFO. Gate agents are terribly and not helpful at all. #goldmember,I would ask you please to avoid the use of that type of language.  *AFC
extremely disappointed in your service at SFO. Gate agents are terribly and not helpful at all. #goldmember,"I hear the frustration. If you care to share details, please follow and DM details. *AFC"
You dont fly with us enough for us to care or offer you something so fingers crossed its too big of a hassle for you to change to another frequent flyer program and you stay with us always?,"I will be happy to look into this further for you. Could you please provide your confirmation number via DM, please?  *HFG"
Miles/points. But useless if the airline isnt actually helpful and on time!!!!!!,I am really sorry to hear that and I hope you will allow us to provide you better service in the future.  *AFM
Thanks. Im on an international flight so Ive got time.,Sure thing. So you would like to go ahead and be added to the upgrade waitlist? *ACJ
Thinking about it.  Thats just 1 way right?,"Correct. It will be a total of 130,000 for the round trip, if it becomes available. *ACJ"
Ok.  Let me think about it.  How long do I have to decide?,"Since the space is not currently available, you can decide and get back to us when you are ready. *ACJ"
Ok thanks.,Sure thing! Have a great flight. We truly appreciate your loyalty to our brand! *ACJ
"for my trip to CDG in Dec, what would it cost in miles to waitlist for Delta 1?  Im burned out on these long flights.","Kevin, I will be assisting you with the upgrade request. Please allow me just a minute to pull all of the information together for an accurate quote. *ACJ"
"for my trip to CDG in Dec, what would it cost in miles to waitlist for Delta 1?  Im burned out on these long flights.",Hey there. Thank you for your question today. Please give me a moment while we get this priced for you. *HFG
Thx for reply. Understand the concern for safety. Otherwise great flight appreciate getting us home safe during very busy holiday weekend.,"On behalf of AFC, again, we appreciate your feedback. *ACJ"
why would pilot land 55 mins early no gate avail? DL 088 on ground LAX we are stuck in seats plz let us use the lav #legscrossed,We appreciate your constructive feedback and are taking it under serious advisement.  *AFC
My pleasure,Youve been a pleasure to tweet with. Have a wonderful day. *AFC
Thanks a lot... Great start of Great event,"Hello, Ismail. Thank you for sharing.  *AFM"
I checked in for my flight thats  tomorrow and I was moved seats. I was originally on the aisle. Im hoping you can help?,"Hello, Maggi. I'll be glad to check for you. Please DM your confirmation number for privacy. *TAC"
I was disappointed yesterday in flight 2468 when WIFI was offered but it did not work. I couldnt get work I planned on doing done.,"Cooper, I'm sorry about the Wi-Fi! Please, be sure to report the matter to our Wi-Fi partner Gogo at  or 1.877.350.0038. They need to get details from you of any messages or details you got during your attempt. *AFM"
Thank you.,"On behalf of *TAC, you are very welcome. *AFM"
Oh  you were very unhelpful :/ .: never had this problem in all my traveling.,"We're sorry to hear you're disappointed. If we can be of any assistance, please don't hesitate to tweet us about it. We're here for you. *TAC"
Hey Delta how can I get help with this? Calling in isn't helping,"Hello. I'm here to help. Please DM the ticket number or Confirmation number, here, for review. Thanks! *TSL"
":( Spent money on a ticket, online system says I could get a full refund. I did not. Your costumer service rep wanted me to beg another department for credit and refused to help me. #MoneyStolen #SomuchForChristmas","Hey there. To qualify for a full refund you would have to cancel your reservation within 24 hours of the purchase being made. Otherwise, you are subject to fees and or difference in fare. I hope this helps clarify your concerns, today.  *HFG"
My pleasure.,*TMB
Changing planes at MSP and treated to a glorious sunset. This is why I travel.   #fly #travel #luxury #msp #sunset #airport #momentofbliss,"Great picture, thanks for sharing!  *TMB"
That looks really good!,"Hello, there. Thank you for sharing.  *AFM"
"The flight attendant and pilot on  flight 4985 were nothing short of amazing. Super kind, helpful, and funny. Wish they were my crew every time I fly!","Hi Kyle, thanks for recognizing our employees. We're proud of our crew too. Every day our team is working to make flying with us better! *TMB"
"Hey  how are you going to charge me to move to an earlier flight, not move my luggage to my flight and THEN tell me you cant deliver my luggage b/c I voluntarily separated from it?! I didnt voluntarily leave my bag.",Hi Kelli. I truly regret the frustration we've caused you. Please contact our Baggage Service Center at 800-325-8224 and are open from 7:00 AM - 1:00 AM.  *TKR
"Hi , I heard back over the phone after our correspondence earlier. I am happy with the accommodation &amp; understand you cannot do both. Thank you and I appreciate your getting back to me.",You're most welcome. We are here for you 24/7. Tweet us anytime! *TAC
"Hi , thanks so much for your timely &amp; sincere reply. This is part of the reason I remain a loyal #silvermedallion member. Your generous offer of 5K skymiles for both my wife &amp; I is accepted &amp; appreciated. Please reply or direct message me if you need contact details.","Hello, John. Our system shows you were already compensated for flight 4459 today with $100.00 Delta travel vouchers for each of you. Unfortunately, I cannot double compensate for the same flight. I am sorry to disappoint.  *TAC"
Thx for the support  - hopefully  will do the right thing for Jennifer &amp; I in this frustrating episode &amp; address DTW cust. service issues ....,"I can authorize 5,000 bonus Skymiles be deposited into each of your SkyMiles accounts as a gesture for the inconvenience. (2/2) *TAC"
Thx for the support  - hopefully  will do the right thing for Jennifer &amp; I in this frustrating episode &amp; address DTW cust. service issues ....,We're sorry to hear this. You are right to expect the Delta service each person deserves and hope to serve you better in the future. Please accept our apology and know that we expect all agents to be courteous at all times. (1/2) *TAC
"Despite your troubles getting here, welcome to MN!!","Mary, I am sorry to hear that. Thank you for taking the time and providing this feedback.  *AFM"
Dear  Its been a pretty good run lately and I appreciate you for that. But the service Ive received the last two days not acceptable.,...us. Thank you. *ATJ 3/3
Dear  Its been a pretty good run lately and I appreciate you for that. But the service Ive received the last two days not acceptable.,"...value your selection of Delta, and your disappointment does not support our goal of providing a superior level of customer service. Be assured the feedback you provide is used as we make decisions for future enhancements to our program. Please tweet us, if you need... 2/3"
Dear  Its been a pretty good run lately and I appreciate you for that. But the service Ive received the last two days not acceptable.,Please accept our apology for the unfavorable impression you received in this instance. We appreciate your selection of Delta and will always consider it a privilege to be of service. Thank you for taking the time to provide additional details about your experience. We... 1/3
how about getting flight 1704 off the ground,"Matthew, I am really sorry for the delay. Your patience is appreciated as we hope to get you going soon. *AFM"
"This is nuts, sitting at gate waiting for catering hope that means youre feeding the whole plane of frustrated passengers. Travel vouchers??? 4+ hours delayed and still we wait... not fun indeed!",I apologize deeply for the delay. We hope to have you on your way as soon as possible.  *HFG
DL1704 deplaned at DTW now were sitting at the gate without any updates. Please let us know whats next,"Hello, Holly. I do apologize for the delay. Delays are never fun. They are working hard to get you in the air ASAP. As of now, your flight is estimated to depart at 5:45 pm and estimated to arrive at 8:46 pm. *TAC"
"Great, I also have a question regarding baggage allowance. Could I leave a DM?","Sure, Jun. Please DM with your questions or concerns. *ACJ"
"Yes, GEX8LD","Please allow 24 to 72 hours, for the miles to be redeposited. The cash portion will be redeposited within 6  to 10 business days.  *AFC"
"Yes, GEX8LD",Please bear with me. *AFC
Hi! Trying to cancel award booking that I booked in less than 24 hours online and it says that I have to pay to cancel. could you help me with cancellation?,May I have your confirmation number? *AFC
Thank you,If you have any questions in the future please let us know. ^RR
Thank you,You're welcome. ^RR
Came back on this morning,"OK great, we will be here if the issues return. ^SH"
still no internet going on 15 hours. I already talk to someone this afternoon and they are aware. #disappointed #Frustrating,"Hello, Grace. I am sorry your services are down. If you still need any assistance, please send me a DM with your ..."
"I already stated I would not go to site requested, you wont DM so just going to call, I miss the ease of solving problems with",If you change you're mind please let us know. ^RR
My download speeds constantly screech to a halt while up works just fine. Im getting very tired of this.,I am sorry you are having issues with your internet. You can find helpful troubleshooting tips here ...
I did thankfully! And this evening about 9.30pm. I talked to the checkout girl about the kettle I was buying too.,I advise going into store and speaking with one of my colleagues. I'm sure they'd be more than happy to help. Robbie
Nooo! Ive just bought 2 sets of Christmas earrings from your Basildon branch &amp; I think I left them at the till! What can I do?!,Oh no! That's never good Wendy. Did you pick up your receipt? When did you visit? Robbie
"Hey Becky,let's say one doesn't have a costume,could one still get that deal? Asking for a very hungry friend",You need a costume. I have faith that you can get creative! -Becky
$3 bowls and  isnt charging for double meat?! Day is made,Right? Best day of the year. -Becky
What would you do for $3,That makeup is on point! -Becky
